koop,onderhoud,deuren,personen,kofferbak,veiligheid,Is_staat_goed
medium,zeer hoog,5.0,4.0,medium,laag,FALSE
medium,zeer hoog,5.0,4.0,medium,medium,FALSE
medium,zeer hoog,5.0,4.0,medium,hoog,FALSE
medium,zeer hoog,5.0,4.0,groot,laag,FALSE
medium,zeer hoog,5.0,4.0,groot,medium,FALSE
medium,zeer hoog,5.0,4.0,groot,hoog,FALSE
medium,zeer hoog,5.0,7.0,klein,laag,FALSE
medium,zeer hoog,5.0,7.0,klein,medium,FALSE
medium,zeer hoog,5.0,7.0,klein,hoog,FALSE
medium,zeer hoog,5.0,7.0,medium,laag,FALSE
medium,zeer hoog,5.0,7.0,medium,medium,FALSE
medium,zeer hoog,5.0,7.0,medium,hoog,FALSE
medium,zeer hoog,5.0,7.0,groot,laag,FALSE
medium,zeer hoog,5.0,7.0,groot,medium,FALSE
medium,zeer hoog,5.0,7.0,groot,hoog,FALSE
medium,hoog,2.0,2.0,klein,laag,FALSE
medium,hoog,2.0,2.0,klein,medium,FALSE
medium,hoog,2.0,2.0,klein,hoog,FALSE
medium,hoog,2.0,2.0,medium,laag,FALSE
medium,hoog,2.0,2.0,medium,medium,FALSE
medium,hoog,2.0,2.0,medium,hoog,FALSE
medium,hoog,2.0,2.0,groot,laag,FALSE
medium,hoog,2.0,2.0,groot,medium,FALSE
medium,hoog,2.0,2.0,groot,hoog,FALSE
medium,hoog,2.0,4.0,klein,laag,FALSE
medium,hoog,2.0,4.0,klein,medium,FALSE
medium,hoog,2.0,4.0,klein,hoog,FALSE
medium,hoog,2.0,4.0,medium,laag,FALSE
medium,hoog,2.0,4.0,medium,medium,FALSE
medium,hoog,2.0,4.0,medium,hoog,FALSE
medium,hoog,2.0,4.0,groot,laag,FALSE
medium,hoog,2.0,4.0,groot,medium,FALSE
medium,hoog,2.0,4.0,groot,hoog,FALSE
medium,hoog,2.0,7.0,klein,laag,FALSE
medium,hoog,2.0,7.0,klein,medium,FALSE
medium,hoog,2.0,7.0,klein,hoog,FALSE
medium,hoog,2.0,7.0,medium,laag,FALSE
medium,hoog,2.0,7.0,medium,medium,FALSE
medium,hoog,2.0,7.0,medium,hoog,FALSE
medium,hoog,2.0,7.0,groot,laag,FALSE
medium,hoog,2.0,7.0,groot,medium,FALSE
medium,hoog,2.0,7.0,groot,hoog,FALSE
medium,hoog,3.0,2.0,klein,laag,FALSE
medium,hoog,3.0,2.0,klein,medium,FALSE
medium,hoog,3.0,2.0,klein,hoog,FALSE
medium,hoog,3.0,2.0,medium,laag,FALSE
medium,hoog,3.0,2.0,medium,medium,FALSE
medium,hoog,3.0,2.0,medium,hoog,FALSE
medium,hoog,3.0,2.0,groot,laag,FALSE
medium,hoog,3.0,2.0,groot,medium,FALSE
medium,hoog,3.0,2.0,groot,hoog,FALSE
medium,hoog,3.0,4.0,klein,laag,FALSE
medium,hoog,3.0,4.0,klein,medium,FALSE
medium,hoog,3.0,4.0,klein,hoog,FALSE
medium,hoog,3.0,4.0,medium,laag,FALSE
medium,hoog,3.0,4.0,medium,medium,FALSE
medium,hoog,3.0,4.0,medium,hoog,FALSE
medium,hoog,3.0,4.0,groot,laag,FALSE
medium,hoog,3.0,4.0,groot,medium,FALSE
medium,hoog,3.0,4.0,groot,hoog,FALSE
medium,hoog,3.0,7.0,klein,laag,FALSE
medium,hoog,3.0,7.0,klein,medium,FALSE
medium,hoog,3.0,7.0,klein,hoog,FALSE
medium,hoog,3.0,7.0,medium,laag,FALSE
medium,hoog,3.0,7.0,medium,medium,FALSE
medium,hoog,3.0,7.0,medium,hoog,FALSE
medium,hoog,3.0,7.0,groot,laag,FALSE
medium,hoog,3.0,7.0,groot,medium,FALSE
medium,hoog,3.0,7.0,groot,hoog,FALSE
medium,hoog,4.0,2.0,klein,laag,FALSE
medium,hoog,4.0,2.0,klein,medium,FALSE
medium,hoog,4.0,2.0,klein,hoog,FALSE
medium,hoog,4.0,2.0,medium,laag,FALSE
medium,hoog,4.0,2.0,medium,medium,FALSE
medium,hoog,4.0,2.0,medium,hoog,FALSE
medium,hoog,4.0,2.0,groot,laag,FALSE
medium,hoog,4.0,2.0,groot,medium,FALSE
medium,hoog,4.0,2.0,groot,hoog,FALSE
medium,hoog,4.0,4.0,klein,laag,FALSE
medium,hoog,4.0,4.0,klein,medium,FALSE
medium,hoog,4.0,4.0,klein,hoog,FALSE
medium,hoog,4.0,4.0,medium,laag,FALSE
medium,hoog,4.0,4.0,medium,medium,FALSE
medium,hoog,4.0,4.0,medium,hoog,FALSE
medium,hoog,4.0,4.0,groot,laag,FALSE
medium,hoog,4.0,4.0,groot,medium,FALSE
medium,hoog,4.0,4.0,groot,hoog,FALSE
medium,hoog,4.0,7.0,klein,laag,FALSE
medium,hoog,4.0,7.0,klein,medium,FALSE
medium,hoog,4.0,7.0,klein,hoog,FALSE
medium,hoog,4.0,7.0,medium,laag,FALSE
medium,hoog,4.0,7.0,medium,medium,FALSE
medium,hoog,4.0,7.0,medium,hoog,FALSE
medium,hoog,4.0,7.0,groot,laag,FALSE
medium,hoog,4.0,7.0,groot,medium,FALSE
medium,hoog,4.0,7.0,groot,hoog,FALSE
medium,hoog,5.0,2.0,klein,laag,FALSE
medium,hoog,5.0,2.0,klein,medium,FALSE
medium,hoog,5.0,2.0,klein,hoog,FALSE
medium,hoog,5.0,2.0,medium,laag,FALSE
medium,hoog,5.0,2.0,medium,medium,FALSE
medium,hoog,5.0,2.0,medium,hoog,FALSE
medium,hoog,5.0,2.0,groot,laag,FALSE
medium,hoog,5.0,2.0,groot,medium,FALSE
medium,hoog,5.0,2.0,groot,hoog,FALSE
medium,hoog,5.0,4.0,klein,laag,FALSE
medium,hoog,5.0,4.0,klein,medium,FALSE
medium,hoog,5.0,4.0,klein,hoog,FALSE
medium,hoog,5.0,4.0,medium,laag,FALSE
medium,hoog,5.0,4.0,medium,medium,FALSE
medium,hoog,5.0,4.0,medium,hoog,FALSE
medium,hoog,5.0,4.0,groot,laag,FALSE
medium,hoog,5.0,4.0,groot,medium,FALSE
medium,hoog,5.0,4.0,groot,hoog,FALSE
medium,hoog,5.0,7.0,klein,laag,FALSE
medium,hoog,5.0,7.0,klein,medium,FALSE
medium,hoog,5.0,7.0,klein,hoog,FALSE
medium,hoog,5.0,7.0,medium,laag,FALSE
medium,hoog,5.0,7.0,medium,medium,FALSE
medium,hoog,5.0,7.0,medium,hoog,FALSE
medium,hoog,5.0,7.0,groot,laag,FALSE
medium,hoog,5.0,7.0,groot,medium,FALSE
medium,hoog,5.0,7.0,groot,hoog,FALSE
medium,medium,2.0,2.0,klein,laag,FALSE
medium,medium,2.0,2.0,klein,medium,FALSE
medium,medium,2.0,2.0,klein,hoog,FALSE
medium,medium,2.0,2.0,medium,laag,FALSE
medium,medium,2.0,2.0,medium,medium,FALSE
medium,medium,2.0,2.0,medium,hoog,FALSE
medium,medium,2.0,2.0,groot,laag,FALSE
medium,medium,2.0,2.0,groot,medium,FALSE
medium,medium,2.0,2.0,groot,hoog,FALSE
medium,medium,2.0,4.0,klein,laag,FALSE
medium,medium,2.0,4.0,klein,medium,FALSE
medium,medium,2.0,4.0,klein,hoog,FALSE
medium,medium,2.0,4.0,medium,laag,FALSE
medium,medium,2.0,4.0,medium,medium,FALSE
medium,medium,2.0,4.0,medium,hoog,FALSE
medium,medium,2.0,4.0,groot,laag,FALSE
medium,medium,2.0,4.0,groot,medium,FALSE
medium,medium,2.0,4.0,groot,hoog,TRUE
medium,medium,2.0,7.0,klein,laag,FALSE
medium,medium,2.0,7.0,klein,medium,FALSE
medium,medium,2.0,7.0,klein,hoog,FALSE
medium,medium,2.0,7.0,medium,laag,FALSE
medium,medium,2.0,7.0,medium,medium,FALSE
medium,medium,2.0,7.0,medium,hoog,FALSE
medium,medium,2.0,7.0,groot,laag,FALSE
medium,medium,2.0,7.0,groot,medium,FALSE
medium,medium,2.0,7.0,groot,hoog,TRUE
medium,medium,3.0,2.0,klein,laag,FALSE
medium,medium,3.0,2.0,klein,medium,FALSE
medium,medium,3.0,2.0,klein,hoog,FALSE
medium,medium,3.0,2.0,medium,laag,FALSE
medium,medium,3.0,2.0,medium,medium,FALSE
medium,medium,3.0,2.0,medium,hoog,FALSE
medium,medium,3.0,2.0,groot,laag,FALSE
medium,medium,3.0,2.0,groot,medium,FALSE
medium,medium,3.0,2.0,groot,hoog,FALSE
medium,medium,3.0,4.0,klein,laag,FALSE
medium,medium,3.0,4.0,klein,medium,FALSE
medium,medium,3.0,4.0,klein,hoog,FALSE
medium,medium,3.0,4.0,medium,laag,FALSE
medium,medium,3.0,4.0,medium,medium,FALSE
medium,medium,3.0,4.0,medium,hoog,FALSE
medium,medium,3.0,4.0,groot,laag,FALSE
medium,medium,3.0,4.0,groot,medium,FALSE
medium,medium,3.0,4.0,groot,hoog,TRUE
medium,medium,3.0,7.0,klein,laag,FALSE
medium,medium,3.0,7.0,klein,medium,FALSE
medium,medium,3.0,7.0,klein,hoog,FALSE
medium,medium,3.0,7.0,medium,laag,FALSE
medium,medium,3.0,7.0,medium,medium,FALSE
medium,medium,3.0,7.0,medium,hoog,TRUE
medium,medium,3.0,7.0,groot,laag,FALSE
medium,medium,3.0,7.0,groot,medium,FALSE
medium,medium,3.0,7.0,groot,hoog,TRUE
medium,medium,4.0,2.0,klein,laag,FALSE
medium,medium,4.0,2.0,klein,medium,FALSE
medium,medium,4.0,2.0,klein,hoog,FALSE
medium,medium,4.0,2.0,medium,laag,FALSE
medium,medium,4.0,2.0,medium,medium,FALSE
medium,medium,4.0,2.0,medium,hoog,FALSE
medium,medium,4.0,2.0,groot,laag,FALSE
medium,medium,4.0,2.0,groot,medium,FALSE
medium,medium,4.0,2.0,groot,hoog,FALSE
medium,medium,4.0,4.0,klein,laag,FALSE
medium,medium,4.0,4.0,klein,medium,FALSE
medium,medium,4.0,4.0,klein,hoog,FALSE
medium,medium,4.0,4.0,medium,laag,FALSE
medium,medium,4.0,4.0,medium,medium,FALSE
medium,medium,4.0,4.0,medium,hoog,TRUE
medium,medium,4.0,4.0,groot,laag,FALSE
medium,medium,4.0,4.0,groot,medium,FALSE
medium,medium,4.0,4.0,groot,hoog,TRUE
medium,medium,4.0,7.0,klein,laag,FALSE
medium,medium,4.0,7.0,klein,medium,FALSE
medium,medium,4.0,7.0,klein,hoog,FALSE
medium,medium,4.0,7.0,medium,laag,FALSE
medium,medium,4.0,7.0,medium,medium,FALSE
medium,medium,4.0,7.0,medium,hoog,TRUE
medium,medium,4.0,7.0,groot,laag,FALSE
medium,medium,4.0,7.0,groot,medium,FALSE
medium,medium,4.0,7.0,groot,hoog,TRUE
medium,medium,5.0,2.0,klein,laag,FALSE
medium,medium,5.0,2.0,klein,medium,FALSE
medium,medium,5.0,2.0,klein,hoog,FALSE
medium,medium,5.0,2.0,medium,laag,FALSE
medium,medium,5.0,2.0,medium,medium,FALSE
medium,medium,5.0,2.0,medium,hoog,FALSE
medium,medium,5.0,2.0,groot,laag,FALSE
medium,medium,5.0,2.0,groot,medium,FALSE
medium,medium,5.0,2.0,groot,hoog,FALSE
medium,medium,5.0,4.0,klein,laag,FALSE
medium,medium,5.0,4.0,klein,medium,FALSE
medium,medium,5.0,4.0,klein,hoog,FALSE
medium,medium,5.0,4.0,medium,laag,FALSE
medium,medium,5.0,4.0,medium,medium,FALSE
medium,medium,5.0,4.0,medium,hoog,TRUE
medium,medium,5.0,4.0,groot,laag,FALSE
medium,medium,5.0,4.0,groot,medium,FALSE
medium,medium,5.0,4.0,groot,hoog,TRUE
medium,medium,5.0,7.0,klein,laag,FALSE
medium,medium,5.0,7.0,klein,medium,FALSE
medium,medium,5.0,7.0,klein,hoog,FALSE
medium,medium,5.0,7.0,medium,laag,FALSE
medium,medium,5.0,7.0,medium,medium,FALSE
medium,medium,5.0,7.0,medium,hoog,TRUE
medium,medium,5.0,7.0,groot,laag,FALSE
medium,medium,5.0,7.0,groot,medium,FALSE
medium,medium,5.0,7.0,groot,hoog,TRUE
medium,laag,2.0,2.0,klein,laag,FALSE
medium,laag,2.0,2.0,klein,medium,FALSE
medium,laag,2.0,2.0,klein,hoog,FALSE
medium,laag,2.0,2.0,medium,laag,FALSE
medium,laag,2.0,2.0,medium,medium,FALSE
medium,laag,2.0,2.0,medium,hoog,FALSE
medium,laag,2.0,2.0,groot,laag,FALSE
medium,laag,2.0,2.0,groot,medium,FALSE
medium,laag,2.0,2.0,groot,hoog,FALSE
medium,laag,2.0,4.0,klein,laag,FALSE
medium,laag,2.0,4.0,klein,medium,FALSE
medium,laag,2.0,4.0,klein,hoog,TRUE
medium,laag,2.0,4.0,medium,laag,FALSE
medium,laag,2.0,4.0,medium,medium,FALSE
medium,laag,2.0,4.0,medium,hoog,TRUE
medium,laag,2.0,4.0,groot,laag,FALSE
medium,laag,2.0,4.0,groot,medium,TRUE
medium,laag,2.0,4.0,groot,hoog,TRUE
medium,laag,2.0,7.0,klein,laag,FALSE
medium,laag,2.0,7.0,klein,medium,FALSE
medium,laag,2.0,7.0,klein,hoog,FALSE
medium,laag,2.0,7.0,medium,laag,FALSE
medium,laag,2.0,7.0,medium,medium,FALSE
medium,laag,2.0,7.0,medium,hoog,TRUE
medium,laag,2.0,7.0,groot,laag,FALSE
medium,laag,2.0,7.0,groot,medium,TRUE
medium,laag,2.0,7.0,groot,hoog,TRUE
medium,laag,3.0,2.0,klein,laag,FALSE
medium,laag,3.0,2.0,klein,medium,FALSE
medium,laag,3.0,2.0,klein,hoog,FALSE
medium,laag,3.0,2.0,medium,laag,FALSE
medium,laag,3.0,2.0,medium,medium,FALSE
medium,laag,3.0,2.0,medium,hoog,FALSE
medium,laag,3.0,2.0,groot,laag,FALSE
medium,laag,3.0,2.0,groot,medium,FALSE
medium,laag,3.0,2.0,groot,hoog,FALSE
medium,laag,3.0,4.0,klein,laag,FALSE
medium,laag,3.0,4.0,klein,medium,FALSE
medium,laag,3.0,4.0,klein,hoog,TRUE
medium,laag,3.0,4.0,medium,laag,FALSE
medium,laag,3.0,4.0,medium,medium,FALSE
medium,laag,3.0,4.0,medium,hoog,TRUE
medium,laag,3.0,4.0,groot,laag,FALSE
medium,laag,3.0,4.0,groot,medium,TRUE
medium,laag,3.0,4.0,groot,hoog,TRUE
medium,laag,3.0,7.0,klein,laag,FALSE
medium,laag,3.0,7.0,klein,medium,FALSE
medium,laag,3.0,7.0,klein,hoog,TRUE
medium,laag,3.0,7.0,medium,laag,FALSE
medium,laag,3.0,7.0,medium,medium,TRUE
medium,laag,3.0,7.0,medium,hoog,TRUE
medium,laag,3.0,7.0,groot,laag,FALSE
medium,laag,3.0,7.0,groot,medium,TRUE
medium,laag,3.0,7.0,groot,hoog,TRUE
medium,laag,4.0,2.0,klein,laag,FALSE
medium,laag,4.0,2.0,klein,medium,FALSE
medium,laag,4.0,2.0,klein,hoog,FALSE
medium,laag,4.0,2.0,medium,laag,FALSE
medium,laag,4.0,2.0,medium,medium,FALSE
medium,laag,4.0,2.0,medium,hoog,FALSE
medium,laag,4.0,2.0,groot,laag,FALSE
medium,laag,4.0,2.0,groot,medium,FALSE
medium,laag,4.0,2.0,groot,hoog,FALSE
medium,laag,4.0,4.0,klein,laag,FALSE
medium,laag,4.0,4.0,klein,medium,FALSE
medium,laag,4.0,4.0,klein,hoog,TRUE
medium,laag,4.0,4.0,medium,laag,FALSE
medium,laag,4.0,4.0,medium,medium,TRUE
medium,laag,4.0,4.0,medium,hoog,TRUE
medium,laag,4.0,4.0,groot,laag,FALSE
medium,laag,4.0,4.0,groot,medium,TRUE
medium,laag,4.0,4.0,groot,hoog,TRUE
medium,laag,4.0,7.0,klein,laag,FALSE
medium,laag,4.0,7.0,klein,medium,FALSE
medium,laag,4.0,7.0,klein,hoog,TRUE
medium,laag,4.0,7.0,medium,laag,FALSE
medium,laag,4.0,7.0,medium,medium,TRUE
medium,laag,4.0,7.0,medium,hoog,TRUE
medium,laag,4.0,7.0,groot,laag,FALSE
medium,laag,4.0,7.0,groot,medium,TRUE
medium,laag,4.0,7.0,groot,hoog,TRUE
medium,laag,5.0,2.0,klein,laag,FALSE
medium,laag,5.0,2.0,klein,medium,FALSE
medium,laag,5.0,2.0,klein,hoog,FALSE
medium,laag,5.0,2.0,medium,laag,FALSE
medium,laag,5.0,2.0,medium,medium,FALSE
medium,laag,5.0,2.0,medium,hoog,FALSE
medium,laag,5.0,2.0,groot,laag,FALSE
medium,laag,5.0,2.0,groot,medium,FALSE
medium,laag,5.0,2.0,groot,hoog,FALSE
medium,laag,5.0,4.0,klein,laag,FALSE
medium,laag,5.0,4.0,klein,medium,FALSE
medium,laag,5.0,4.0,klein,hoog,TRUE
medium,laag,5.0,4.0,medium,laag,FALSE
medium,laag,5.0,4.0,medium,medium,TRUE
medium,laag,5.0,4.0,medium,hoog,TRUE
medium,laag,5.0,4.0,groot,laag,FALSE
medium,laag,5.0,4.0,groot,medium,TRUE
medium,laag,5.0,4.0,groot,hoog,TRUE
medium,laag,5.0,7.0,klein,laag,FALSE
medium,laag,5.0,7.0,klein,medium,FALSE
medium,laag,5.0,7.0,klein,hoog,TRUE
medium,laag,5.0,7.0,medium,laag,FALSE
medium,laag,5.0,7.0,medium,medium,TRUE
medium,laag,5.0,7.0,medium,hoog,TRUE
medium,laag,5.0,7.0,groot,laag,FALSE
medium,laag,5.0,7.0,groot,medium,TRUE
medium,laag,5.0,7.0,groot,hoog,TRUE
laag,zeer hoog,2.0,2.0,klein,laag,FALSE
laag,zeer hoog,2.0,2.0,klein,medium,FALSE
laag,zeer hoog,2.0,2.0,klein,hoog,FALSE
laag,zeer hoog,2.0,2.0,medium,laag,FALSE
laag,zeer hoog,2.0,2.0,medium,medium,FALSE
laag,zeer hoog,2.0,2.0,medium,hoog,FALSE
laag,zeer hoog,2.0,2.0,groot,laag,FALSE
laag,zeer hoog,2.0,2.0,groot,medium,FALSE
laag,zeer hoog,2.0,2.0,groot,hoog,FALSE
laag,zeer hoog,2.0,4.0,klein,laag,FALSE
laag,zeer hoog,2.0,4.0,klein,medium,FALSE
laag,zeer hoog,2.0,4.0,klein,hoog,FALSE
laag,zeer hoog,2.0,4.0,medium,laag,FALSE
laag,zeer hoog,2.0,4.0,medium,medium,FALSE
laag,zeer hoog,2.0,4.0,medium,hoog,FALSE
laag,zeer hoog,2.0,4.0,groot,laag,FALSE
laag,zeer hoog,2.0,4.0,groot,medium,FALSE
laag,zeer hoog,2.0,4.0,groot,hoog,FALSE
laag,zeer hoog,2.0,7.0,klein,laag,FALSE
laag,zeer hoog,2.0,7.0,klein,medium,FALSE
laag,zeer hoog,2.0,7.0,klein,hoog,FALSE
laag,zeer hoog,2.0,7.0,medium,laag,FALSE
laag,zeer hoog,2.0,7.0,medium,medium,FALSE
laag,zeer hoog,2.0,7.0,medium,hoog,FALSE
laag,zeer hoog,2.0,7.0,groot,laag,FALSE
laag,zeer hoog,2.0,7.0,groot,medium,FALSE
laag,zeer hoog,2.0,7.0,groot,hoog,FALSE
laag,zeer hoog,3.0,2.0,klein,laag,FALSE
laag,zeer hoog,3.0,2.0,klein,medium,FALSE
laag,zeer hoog,3.0,2.0,klein,hoog,FALSE
laag,zeer hoog,3.0,2.0,medium,laag,FALSE
laag,zeer hoog,3.0,2.0,medium,medium,FALSE
laag,zeer hoog,3.0,2.0,medium,hoog,FALSE
laag,zeer hoog,3.0,2.0,groot,laag,FALSE
laag,zeer hoog,3.0,2.0,groot,medium,FALSE
laag,zeer hoog,3.0,2.0,groot,hoog,FALSE
laag,zeer hoog,3.0,4.0,klein,laag,FALSE
laag,zeer hoog,3.0,4.0,klein,medium,FALSE
laag,zeer hoog,3.0,4.0,klein,hoog,FALSE
laag,zeer hoog,3.0,4.0,medium,laag,FALSE
laag,zeer hoog,3.0,4.0,medium,medium,FALSE
laag,zeer hoog,3.0,4.0,medium,hoog,FALSE
laag,zeer hoog,3.0,4.0,groot,laag,FALSE
laag,zeer hoog,3.0,4.0,groot,medium,FALSE
laag,zeer hoog,3.0,4.0,groot,hoog,FALSE
laag,zeer hoog,3.0,7.0,klein,laag,FALSE
laag,zeer hoog,3.0,7.0,klein,medium,FALSE
laag,zeer hoog,3.0,7.0,klein,hoog,FALSE
laag,zeer hoog,3.0,7.0,medium,laag,FALSE
laag,zeer hoog,3.0,7.0,medium,medium,FALSE
laag,zeer hoog,3.0,7.0,medium,hoog,FALSE
laag,zeer hoog,3.0,7.0,groot,laag,FALSE
laag,zeer hoog,3.0,7.0,groot,medium,FALSE
laag,zeer hoog,3.0,7.0,groot,hoog,FALSE
laag,zeer hoog,4.0,2.0,klein,laag,FALSE
laag,zeer hoog,4.0,2.0,klein,medium,FALSE
laag,zeer hoog,4.0,2.0,klein,hoog,FALSE
laag,zeer hoog,4.0,2.0,medium,laag,FALSE
laag,zeer hoog,4.0,2.0,medium,medium,FALSE
laag,zeer hoog,4.0,2.0,medium,hoog,FALSE
laag,zeer hoog,4.0,2.0,groot,laag,FALSE
laag,zeer hoog,4.0,2.0,groot,medium,FALSE
laag,zeer hoog,4.0,2.0,groot,hoog,FALSE
laag,zeer hoog,4.0,4.0,klein,laag,FALSE
laag,zeer hoog,4.0,4.0,klein,medium,FALSE
laag,zeer hoog,4.0,4.0,klein,hoog,FALSE
laag,zeer hoog,4.0,4.0,medium,laag,FALSE
laag,zeer hoog,4.0,4.0,medium,medium,FALSE
laag,zeer hoog,4.0,4.0,medium,hoog,FALSE
laag,zeer hoog,4.0,4.0,groot,laag,FALSE
laag,zeer hoog,4.0,4.0,groot,medium,FALSE
laag,zeer hoog,4.0,4.0,groot,hoog,FALSE
laag,zeer hoog,4.0,7.0,klein,laag,FALSE
laag,zeer hoog,4.0,7.0,klein,medium,FALSE
laag,zeer hoog,4.0,7.0,klein,hoog,FALSE
laag,zeer hoog,4.0,7.0,medium,laag,FALSE
laag,zeer hoog,4.0,7.0,medium,medium,FALSE
laag,zeer hoog,4.0,7.0,medium,hoog,FALSE
laag,zeer hoog,4.0,7.0,groot,laag,FALSE
laag,zeer hoog,4.0,7.0,groot,medium,FALSE
laag,zeer hoog,4.0,7.0,groot,hoog,FALSE
laag,zeer hoog,5.0,2.0,klein,laag,FALSE
laag,zeer hoog,5.0,2.0,klein,medium,FALSE
laag,zeer hoog,5.0,2.0,klein,hoog,FALSE
laag,zeer hoog,5.0,2.0,medium,laag,FALSE
laag,zeer hoog,5.0,2.0,medium,medium,FALSE
laag,zeer hoog,5.0,2.0,medium,hoog,FALSE
laag,zeer hoog,5.0,2.0,groot,laag,FALSE
laag,zeer hoog,5.0,2.0,groot,medium,FALSE
laag,zeer hoog,5.0,2.0,groot,hoog,FALSE
laag,zeer hoog,5.0,4.0,klein,laag,FALSE
laag,zeer hoog,5.0,4.0,klein,medium,FALSE
laag,zeer hoog,5.0,4.0,klein,hoog,FALSE
laag,zeer hoog,5.0,4.0,medium,laag,FALSE
laag,zeer hoog,5.0,4.0,medium,medium,FALSE
laag,zeer hoog,5.0,4.0,medium,hoog,FALSE
laag,zeer hoog,5.0,4.0,groot,laag,FALSE
laag,zeer hoog,5.0,4.0,groot,medium,FALSE
laag,zeer hoog,5.0,4.0,groot,hoog,FALSE
laag,zeer hoog,5.0,7.0,klein,laag,FALSE
laag,zeer hoog,5.0,7.0,klein,medium,FALSE
laag,zeer hoog,5.0,7.0,klein,hoog,FALSE
laag,zeer hoog,5.0,7.0,medium,laag,FALSE
laag,zeer hoog,5.0,7.0,medium,medium,FALSE
laag,zeer hoog,5.0,7.0,medium,hoog,FALSE
laag,zeer hoog,5.0,7.0,groot,laag,FALSE
laag,zeer hoog,5.0,7.0,groot,medium,FALSE
laag,zeer hoog,5.0,7.0,groot,hoog,FALSE
laag,hoog,2.0,2.0,klein,laag,FALSE
laag,hoog,2.0,2.0,klein,medium,FALSE
laag,hoog,2.0,2.0,klein,hoog,FALSE
laag,hoog,2.0,2.0,medium,laag,FALSE
laag,hoog,2.0,2.0,medium,medium,FALSE
laag,hoog,2.0,2.0,medium,hoog,FALSE
laag,hoog,2.0,2.0,groot,laag,FALSE
laag,hoog,2.0,2.0,groot,medium,FALSE
laag,hoog,2.0,2.0,groot,hoog,FALSE
laag,hoog,2.0,4.0,klein,laag,FALSE
laag,hoog,2.0,4.0,klein,medium,FALSE
laag,hoog,2.0,4.0,klein,hoog,FALSE
laag,hoog,2.0,4.0,medium,laag,FALSE
laag,hoog,2.0,4.0,medium,medium,FALSE
laag,hoog,2.0,4.0,medium,hoog,FALSE
laag,hoog,2.0,4.0,groot,laag,FALSE
laag,hoog,2.0,4.0,groot,medium,FALSE
laag,hoog,2.0,4.0,groot,hoog,TRUE
laag,hoog,2.0,7.0,klein,laag,FALSE
laag,hoog,2.0,7.0,klein,medium,FALSE
laag,hoog,2.0,7.0,klein,hoog,FALSE
laag,hoog,2.0,7.0,medium,laag,FALSE
laag,hoog,2.0,7.0,medium,medium,FALSE
laag,hoog,2.0,7.0,medium,hoog,FALSE
laag,hoog,2.0,7.0,groot,laag,FALSE
laag,hoog,2.0,7.0,groot,medium,FALSE
laag,hoog,2.0,7.0,groot,hoog,TRUE
laag,hoog,3.0,2.0,klein,laag,FALSE
laag,hoog,3.0,2.0,klein,medium,FALSE
laag,hoog,3.0,2.0,klein,hoog,FALSE
laag,hoog,3.0,2.0,medium,laag,FALSE
laag,hoog,3.0,2.0,medium,medium,FALSE
laag,hoog,3.0,2.0,medium,hoog,FALSE
laag,hoog,3.0,2.0,groot,laag,FALSE
laag,hoog,3.0,2.0,groot,medium,FALSE
laag,hoog,3.0,2.0,groot,hoog,FALSE
laag,hoog,3.0,4.0,klein,laag,FALSE
laag,hoog,3.0,4.0,klein,medium,FALSE
laag,hoog,3.0,4.0,klein,hoog,FALSE
laag,hoog,3.0,4.0,medium,laag,FALSE
laag,hoog,3.0,4.0,medium,medium,FALSE
laag,hoog,3.0,4.0,medium,hoog,FALSE
laag,hoog,3.0,4.0,groot,laag,FALSE
laag,hoog,3.0,4.0,groot,medium,FALSE
laag,hoog,3.0,4.0,groot,hoog,TRUE
laag,hoog,3.0,7.0,klein,laag,FALSE
laag,hoog,3.0,7.0,klein,medium,FALSE
laag,hoog,3.0,7.0,klein,hoog,FALSE
laag,hoog,3.0,7.0,medium,laag,FALSE
laag,hoog,3.0,7.0,medium,medium,FALSE
laag,hoog,3.0,7.0,medium,hoog,TRUE
laag,hoog,3.0,7.0,groot,laag,FALSE
laag,hoog,3.0,7.0,groot,medium,FALSE
laag,hoog,3.0,7.0,groot,hoog,TRUE
laag,hoog,4.0,2.0,klein,laag,FALSE
laag,hoog,4.0,2.0,klein,medium,FALSE
laag,hoog,4.0,2.0,klein,hoog,FALSE
laag,hoog,4.0,2.0,medium,laag,FALSE
laag,hoog,4.0,2.0,medium,medium,FALSE
laag,hoog,4.0,2.0,medium,hoog,FALSE
laag,hoog,4.0,2.0,groot,laag,FALSE
laag,hoog,4.0,2.0,groot,medium,FALSE
laag,hoog,4.0,2.0,groot,hoog,FALSE
laag,hoog,4.0,4.0,klein,laag,FALSE
laag,hoog,4.0,4.0,klein,medium,FALSE
laag,hoog,4.0,4.0,klein,hoog,FALSE
laag,hoog,4.0,4.0,medium,laag,FALSE
laag,hoog,4.0,4.0,medium,medium,FALSE
laag,hoog,4.0,4.0,medium,hoog,TRUE
laag,hoog,4.0,4.0,groot,laag,FALSE
laag,hoog,4.0,4.0,groot,medium,FALSE
laag,hoog,4.0,4.0,groot,hoog,TRUE
laag,hoog,4.0,7.0,klein,laag,FALSE
laag,hoog,4.0,7.0,klein,medium,FALSE
laag,hoog,4.0,7.0,klein,hoog,FALSE
laag,hoog,4.0,7.0,medium,laag,FALSE
laag,hoog,4.0,7.0,medium,medium,FALSE
